employee_id,job_role,years_experience,education_level,country,industry,company_size,remote_work_type,team_size,salary_usd_k,primary_ai_tool,ai_tools_used_per_day,hours_with_ai_assistance_daily,ai_replaces_my_tasks_pct,ai_adoption_stage,weekly_ai_upskilling_hrs,productivity_score,burnout_score,job_satisfaction_1_5,fear_of_ai_replacement,attrition_risk
EMP1151,AI Ethics Officer,18,PhD,Canada,Healthtech,Enterprise (5000+),On-site,20,77,Gemini,6,3.6,60,Experimenting,4.8,48,65,1.8,Low,Medium
EMP1152,AI Researcher,17,Bachelor,France,Media,Startup (<50),Fully Remote,6,163,Claude,3,7.6,28,AI-First,5.2,49,42,3.5,High,Medium
EMP1153,Prompt Engineer,15,Self-taught,India,Cybersecurity,Small (50-200),Fully Remote,4,143,Claude,5,7.0,8,AI-First,1.3,62,31,3.6,Low,Low
EMP1154,AI Ethics Officer,11,Bachelor,Brazil,Media,Mid (200-1000),Fully Remote,29,103,Gemini,5,2.7,27,Integrating,5.2,70,45,2.8,Medium,Low
EMP1155,Software Engineer,13,Master,Australia,Gaming,Enterprise (5000+),On-site,27,160,Claude,1,1.7,33,Integrating,0.5,54,38,4.0,High,Medium
EMP1156,Product Manager,1,Bachelor,France,Gaming,Small (50-200),Fully Remote,24,45,Midjourney,5,3.8,25,Experimenting,8.8,63,52,3.8,Medium,Low
EMP1157,Product Manager,17,Bootcamp,India,EdTech,Enterprise (5000+),Fully Remote,31,227,GitHub Copilot,1,3.5,34,AI-First,3.4,62,44,3.1,Low,Low
EMP1158,DevOps Engineer,6,Bachelor,Netherlands,Fintech,Small (50-200),Fully Remote,9,151,GitHub Copilot,1,4.8,24,Experimenting,8.6,67,47,3.3,Low,Low
EMP1159,Backend Engineer,4,PhD,Germany,Media,Mid (200-1000),Fully Remote,37,141,Claude,7,4.9,20,Experimenting,7.0,78,46,3.3,Medium,Low
EMP1160,DevOps Engineer,16,Bachelor,India,EdTech,Mid (200-1000),On-site,30,88,Gemini,4,6.1,71,Optimizing,7.7,37,64,2.5,Low,Medium
EMP1161,Backend Engineer,15,Master,Singapore,Consulting,Large (1000-5000),Hybrid,14,60,ChatGPT,4,4.3,53,Experimenting,3.1,58,50,3.1,Medium,Low
EMP1162,Backend Engineer,15,Bachelor,Germany,SaaS,Small (50-200),Fully Remote,26,62,Notion AI,7,1.3,62,AI-First,2.3,73,40,3.3,High,Medium
EMP1163,AI Researcher,6,Bootcamp,USA,Cybersecurity,Large (1000-5000),Fully Remote,23,115,Cursor,4,6.9,48,Experimenting,4.1,74,56,3.2,High,High
EMP1164,DevOps Engineer,15,Self-taught,Australia,SaaS,Small (50-200),Fully Remote,47,224,Claude,2,2.8,29,Experimenting,0.2,60,55,2.9,Low,Medium
EMP1165,Cloud Architect,14,Bachelor,France,Automotive,Large (1000-5000),Fully Remote,34,103,ChatGPT,4,7.8,27,Integrating,9.2,49,48,3.6,Low,Medium
EMP1166,ML Engineer,11,Bachelor,USA,Consulting,Mid (200-1000),Fully Remote,38,196,Claude,1,1.4,63,Integrating,3.9,44,46,3.2,Low,Low
EMP1167,Prompt Engineer,7,PhD,Canada,Consulting,Enterprise (5000+),Hybrid,8,66,ChatGPT,6,7.7,5,Experimenting,9.9,55,48,3.7,Medium,Low
EMP1168,Data Scientist,9,Bootcamp,Netherlands,SaaS,Large (1000-5000),Fully Remote,24,173,Claude,6,1.2,19,Integrating,7.6,65,28,3.8,Medium,Low
EMP1169,Data Scientist,16,Self-taught,Australia,Media,Small (50-200),Fully Remote,7,188,Gemini,3,2.2,56,Integrating,0.8,51,59,3.3,High,Medium
EMP1170,DevOps Engineer,5,Master,UK,Fintech,Small (50-200),Fully Remote,16,110,Cursor,4,0.8,62,AI-First,6.6,27,41,3.2,Medium,Low
EMP1171,DevOps Engineer,10,Bachelor,Germany,Media,Mid (200-1000),Hybrid,16,146,Perplexity,6,5.8,45,Experimenting,2.7,50,52,3.7,Low,Low
EMP1172,AI Ethics Officer,18,Self-taught,UK,SaaS,Small (50-200),Hybrid,41,208,Perplexity,4,6.9,48,AI-First,2.4,53,78,1.5,Medium,High
EMP1173,Prompt Engineer,3,Master,USA,Automotive,Startup (<50),Hybrid,35,247,ChatGPT,3,3.8,8,Optimizing,2.6,42,30,4.0,Low,Low
EMP1174,Prompt Engineer,13,Bootcamp,India,Media,Enterprise (5000+),Hybrid,15,172,Notion AI,6,7.5,72,Experimenting,9.2,49,78,2.1,Low,Medium
EMP1175,AI Researcher,11,Bootcamp,India,E-commerce,Large (1000-5000),Hybrid,30,182,Notion AI,1,4.9,11,Experimenting,5.0,72,44,3.5,Low,Low
EMP1176,DevOps Engineer,17,Self-taught,Netherlands,Media,Enterprise (5000+),Fully Remote,17,188,Midjourney,2,5.2,50,Integrating,6.7,53,57,2.5,Low,Medium
EMP1177,Prompt Engineer,13,Master,USA,Gaming,Mid (200-1000),On-site,30,97,Gemini,7,6.8,13,Experimenting,2.8,60,41,3.5,Medium,Low
EMP1178,AI Ethics Officer,6,Bootcamp,Brazil,EdTech,Large (1000-5000),Fully Remote,24,171,Cursor,7,2.7,37,Integrating,5.2,70,52,2.7,Medium,Medium
EMP1179,Backend Engineer,17,Self-taught,Australia,Cybersecurity,Large (1000-5000),Hybrid,11,236,Claude,7,3.2,37,Experimenting,3.5,75,44,3.4,Low,Low
EMP1180,Product Manager,13,Bootcamp,Germany,Media,Startup (<50),Hybrid,48,174,ChatGPT,4,7.3,8,Optimizing,3.2,80,37,3.6,High,Medium
EMP1181,Product Manager,19,Bootcamp,India,Fintech,Mid (200-1000),Hybrid,5,74,Notion AI,6,7.3,69,Integrating,2.5,79,76,2.6,Medium,Medium
EMP1182,Backend Engineer,19,Bootcamp,India,Fintech,Small (50-200),On-site,13,203,Cursor,6,7.8,38,Experimenting,4.1,66,53,3.3,Low,Medium
EMP1183,Data Analyst,10,PhD,UK,Media,Startup (<50),Hybrid,43,160,GitHub Copilot,3,7.3,68,Integrating,6.6,40,50,4.3,Low,Low
EMP1184,AI Ethics Officer,3,Master,UK,Healthtech,Startup (<50),On-site,35,182,Notion AI,1,1.5,29,Optimizing,2.2,41,39,3.4,Medium,Low
EMP1185,Prompt Engineer,14,Self-taught,France,Consulting,Enterprise (5000+),On-site,5,169,Gemini,5,6.7,59,Experimenting,9.7,55,67,2.7,High,High
EMP1186,Cloud Architect,19,Self-taught,Canada,Media,Enterprise (5000+),On-site,21,159,ChatGPT,6,3.6,13,AI-First,1.2,67,46,5.0,Medium,Low
EMP1187,AI Ethics Officer,5,Master,Brazil,Consulting,Enterprise (5000+),On-site,29,224,Gemini,2,7.9,21,Integrating,4.8,54,46,3.4,High,Medium
EMP1188,Backend Engineer,5,Master,UK,E-commerce,Startup (<50),On-site,29,44,ChatGPT,3,4.0,25,AI-First,0.9,41,37,4.2,Medium,Low
EMP1189,ML Engineer,17,Master,UK,SaaS,Small (50-200),Hybrid,7,110,Perplexity,6,4.7,64,Experimenting,0.2,45,47,3.7,Medium,Low
EMP1190,Frontend Engineer,10,Master,Australia,E-commerce,Large (1000-5000),Fully Remote,15,125,GitHub Copilot,6,4.5,17,AI-First,9.2,64,43,4.7,Medium,Low
EMP1191,Software Engineer,5,Bachelor,France,Media,Enterprise (5000+),Fully Remote,36,134,Midjourney,3,2.9,7,Optimizing,8.1,57,39,3.0,Medium,Low
EMP1192,Backend Engineer,4,Self-taught,UK,Fintech,Small (50-200),Hybrid,48,199,GitHub Copilot,3,1.1,72,Integrating,6.9,53,59,2.3,Medium,Medium
EMP1193,Cloud Architect,6,Bachelor,Germany,Healthtech,Mid (200-1000),On-site,2,239,Claude,4,7.2,8,Integrating,8.7,62,45,2.9,High,Medium
EMP1194,Prompt Engineer,4,Bootcamp,Australia,Automotive,Enterprise (5000+),Hybrid,20,80,Gemini,6,6.5,11,Experimenting,8.0,74,44,3.6,Low,Low
EMP1195,Cloud Architect,7,Bootcamp,Canada,Consulting,Large (1000-5000),On-site,2,209,Midjourney,5,1.5,30,AI-First,6.5,63,39,3.2,Medium,Low
EMP1196,Cloud Architect,7,Self-taught,USA,EdTech,Mid (200-1000),On-site,14,114,Gemini,2,6.3,79,Optimizing,8.5,44,67,1.7,Medium,Medium
EMP1197,DevOps Engineer,18,Bootcamp,Australia,Consulting,Mid (200-1000),Fully Remote,9,232,Cursor,1,5.2,28,Experimenting,3.9,71,47,3.0,Medium,Low
EMP1198,DevOps Engineer,3,Master,USA,Gaming,Large (1000-5000),Fully Remote,19,207,ChatGPT,1,3.6,14,Experimenting,5.5,50,48,3.6,Low,Low
EMP1199,AI Researcher,1,Bachelor,India,Cybersecurity,Enterprise (5000+),Fully Remote,36,122,Claude,5,2.4,17,Experimenting,7.8,60,42,3.1,Medium,Low
EMP1200,Backend Engineer,4,Master,France,Media,Startup (<50),Fully Remote,24,77,Claude,3,6.9,48,Optimizing,0.8,49,59,3.6,Medium,Low
EMP1201,AI Researcher,6,Bootcamp,Canada,E-commerce,Large (1000-5000),Hybrid,27,81,Gemini,3,5.8,43,Optimizing,8.6,45,54,2.6,Medium,Medium
EMP1202,Backend Engineer,9,Bachelor,France,EdTech,Large (1000-5000),On-site,42,204,Perplexity,3,4.6,23,Integrating,1.6,46,38,3.7,High,Low
EMP1203,AI Ethics Officer,14,Master,Canada,Fintech,Large (1000-5000),Hybrid,39,95,Claude,6,5.1,55,Integrating,8.6,49,56,2.9,Medium,Medium
EMP1204,Software Engineer,12,Self-taught,France,Fintech,Mid (200-1000),Hybrid,21,110,Notion AI,3,1.2,23,Integrating,3.1,25,34,4.0,Low,Low
EMP1205,Cloud Architect,4,Master,Australia,Fintech,Small (50-200),Fully Remote,3,94,Gemini,3,4.1,56,Integrating,3.3,54,57,3.2,High,Medium
EMP1206,AI Ethics Officer,12,Bootcamp,France,Automotive,Startup (<50),Fully Remote,27,221,ChatGPT,6,2.0,51,Experimenting,0.7,73,47,4.2,High,Medium
EMP1207,Frontend Engineer,10,Bachelor,Singapore,Gaming,Enterprise (5000+),Hybrid,37,61,ChatGPT,6,2.1,34,Integrating,8.9,52,57,3.4,Low,Medium
EMP1208,Product Manager,7,Self-taught,Canada,Fintech,Enterprise (5000+),Fully Remote,26,66,Gemini,5,5.5,50,Experimenting,1.7,85,45,3.3,Low,Low
EMP1209,Data Scientist,3,Bachelor,USA,Fintech,Small (50-200),Fully Remote,31,144,GitHub Copilot,4,7.3,25,AI-First,6.3,71,27,4.4,Low,Low
EMP1210,Backend Engineer,14,Self-taught,Canada,Media,Large (1000-5000),Hybrid,19,214,GitHub Copilot,6,3.5,79,Optimizing,6.4,61,62,3.3,Medium,Medium
EMP1211,Frontend Engineer,10,Bachelor,India,Gaming,Startup (<50),Fully Remote,8,77,ChatGPT,2,2.1,52,AI-First,2.8,42,44,4.6,High,Medium
EMP1212,Product Manager,16,Bootcamp,Germany,Healthtech,Enterprise (5000+),On-site,28,151,Midjourney,3,5.4,66,Integrating,9.9,40,61,2.9,High,Medium
EMP1213,Prompt Engineer,16,Self-taught,Singapore,Healthtech,Enterprise (5000+),Fully Remote,12,78,Notion AI,4,7.0,62,AI-First,0.6,56,52,3.2,High,Medium
EMP1214,Data Analyst,10,PhD,Netherlands,Gaming,Large (1000-5000),Fully Remote,38,182,GitHub Copilot,1,6.1,22,Optimizing,6.1,52,64,3.5,Low,Medium
EMP1215,Software Engineer,13,Bachelor,Canada,Cybersecurity,Small (50-200),Fully Remote,9,158,Gemini,5,7.0,63,Integrating,4.8,57,59,2.0,Medium,Medium
EMP1216,AI Researcher,6,Bachelor,UK,Automotive,Startup (<50),Fully Remote,12,233,ChatGPT,4,4.5,52,Experimenting,2.5,68,48,3.3,Low,Medium
EMP1217,AI Researcher,12,Master,Australia,EdTech,Small (50-200),Hybrid,25,228,Claude,6,6.1,67,Optimizing,1.6,76,77,2.8,Low,Medium
EMP1218,AI Ethics Officer,9,Self-taught,Australia,Consulting,Small (50-200),Hybrid,31,99,Claude,3,1.6,16,AI-First,7.4,60,44,4.1,Medium,Low
EMP1219,DevOps Engineer,13,PhD,France,Media,Startup (<50),Hybrid,31,175,Perplexity,3,3.1,38,Experimenting,9.2,61,58,2.0,Low,Medium
EMP1220,Product Manager,4,Bootcamp,France,SaaS,Startup (<50),Hybrid,16,83,Notion AI,3,3.4,65,Experimenting,1.1,52,54,2.5,Medium,Medium
EMP1221,Data Analyst,11,Master,Australia,Healthtech,Enterprise (5000+),Fully Remote,36,82,GitHub Copilot,4,4.3,57,Optimizing,1.9,57,56,1.9,Medium,Medium
EMP1222,Frontend Engineer,18,PhD,Brazil,Gaming,Enterprise (5000+),Hybrid,40,173,Midjourney,3,7.5,29,AI-First,9.9,60,48,3.8,High,Medium
EMP1223,Software Engineer,11,Self-taught,Singapore,EdTech,Startup (<50),Fully Remote,25,194,Cursor,6,7.1,66,Optimizing,0.2,58,58,3.2,Low,Medium
EMP1224,Product Manager,4,PhD,Singapore,Gaming,Mid (200-1000),Fully Remote,9,212,GitHub Copilot,4,1.5,8,Integrating,5.1,64,38,4.4,High,Medium
EMP1225,Data Analyst,18,Bachelor,USA,Consulting,Enterprise (5000+),Hybrid,44,62,Midjourney,3,1.8,17,Integrating,5.2,45,35,3.8,High,Low
EMP1226,Data Scientist,1,Bachelor,Canada,EdTech,Mid (200-1000),On-site,43,248,GitHub Copilot,1,3.2,46,Integrating,2.6,44,67,3.9,High,Medium
EMP1227,Backend Engineer,7,Master,Netherlands,Healthtech,Startup (<50),Hybrid,21,161,Claude,1,2.7,53,AI-First,6.6,41,58,2.6,High,Medium
EMP1228,AI Researcher,6,Self-taught,Australia,Fintech,Enterprise (5000+),Fully Remote,42,180,Midjourney,2,5.1,60,Optimizing,9.4,47,73,2.4,Medium,Medium
EMP1229,Frontend Engineer,15,Self-taught,Canada,Gaming,Small (50-200),Fully Remote,48,235,Claude,3,7.3,51,Integrating,4.5,53,42,3.8,Medium,Low
EMP1230,AI Researcher,18,PhD,Singapore,SaaS,Startup (<50),On-site,27,123,Notion AI,3,7.7,12,Integrating,7.5,66,64,2.5,Medium,Medium
EMP1231,Frontend Engineer,11,Master,India,Healthtech,Large (1000-5000),Fully Remote,25,145,Perplexity,4,5.4,59,AI-First,6.5,58,39,3.9,Medium,Low
EMP1232,AI Ethics Officer,15,Self-taught,Australia,E-commerce,Mid (200-1000),Fully Remote,23,103,Gemini,4,6.8,22,Optimizing,4.7,45,40,3.6,Medium,Low
EMP1233,DevOps Engineer,16,Bachelor,Canada,SaaS,Startup (<50),Fully Remote,6,192,Gemini,7,4.4,39,AI-First,0.5,49,36,3.7,High,Medium
EMP1234,Frontend Engineer,7,PhD,Singapore,Cybersecurity,Startup (<50),Fully Remote,16,164,ChatGPT,3,2.1,36,Integrating,7.4,51,46,3.4,Medium,Low
EMP1235,AI Researcher,10,Bootcamp,Germany,Automotive,Enterprise (5000+),Fully Remote,37,91,Claude,2,4.4,28,Optimizing,3.6,62,47,3.8,Low,Low
EMP1236,AI Ethics Officer,12,Bachelor,Singapore,Healthtech,Enterprise (5000+),Hybrid,38,87,Claude,3,4.7,11,Optimizing,2.2,70,49,3.2,Medium,Low
EMP1237,Frontend Engineer,14,Master,France,Fintech,Enterprise (5000+),Hybrid,30,100,Perplexity,6,6.1,17,Integrating,9.5,46,46,2.9,Low,Medium
EMP1238,Data Scientist,5,Self-taught,UK,Healthtech,Large (1000-5000),On-site,16,56,ChatGPT,4,2.1,73,AI-First,7.7,61,65,2.9,Medium,Medium
EMP1239,DevOps Engineer,18,Bachelor,Brazil,Consulting,Enterprise (5000+),Fully Remote,28,79,Notion AI,3,3.3,46,Experimenting,9.6,51,42,3.3,Low,Low
EMP1240,Frontend Engineer,5,Bootcamp,Brazil,EdTech,Startup (<50),Fully Remote,9,114,Gemini,4,3.2,35,Optimizing,2.6,54,56,2.6,Medium,Medium
EMP1241,AI Ethics Officer,3,Bootcamp,France,Gaming,Enterprise (5000+),Hybrid,30,128,Gemini,3,7.7,78,AI-First,8.4,45,68,1.9,High,High
EMP1242,Prompt Engineer,5,Master,France,EdTech,Small (50-200),Hybrid,20,108,Midjourney,5,3.8,30,Integrating,6.1,57,65,3.3,Medium,Low
EMP1243,Product Manager,17,Bachelor,Australia,EdTech,Enterprise (5000+),Hybrid,32,124,Midjourney,4,6.2,36,Optimizing,9.8,46,60,3.3,Low,Medium
EMP1244,ML Engineer,19,PhD,Germany,Healthtech,Large (1000-5000),On-site,10,65,Cursor,2,6.1,56,Integrating,9.5,51,56,3.8,Medium,Low
EMP1245,Data Analyst,19,Bachelor,Germany,Consulting,Small (50-200),Fully Remote,11,247,Perplexity,5,2.5,24,Optimizing,9.7,71,41,3.6,Low,Low
EMP1246,ML Engineer,12,Bootcamp,Australia,Gaming,Startup (<50),On-site,38,223,Gemini,6,4.8,44,AI-First,9.5,68,44,4.1,Medium,Low
EMP1247,Prompt Engineer,9,Master,Canada,Gaming,Startup (<50),Hybrid,11,79,Cursor,3,7.2,63,Optimizing,0.1,75,66,2.3,Medium,Medium
EMP1248,ML Engineer,1,Master,Australia,EdTech,Mid (200-1000),Fully Remote,34,135,GitHub Copilot,7,4.1,18,Optimizing,7.4,69,41,2.7,High,Medium
EMP1249,Prompt Engineer,18,PhD,Netherlands,Cybersecurity,Small (50-200),On-site,26,235,Claude,6,7.6,48,Integrating,2.7,63,65,2.5,Low,Medium
EMP1250,Software Engineer,4,Master,Netherlands,Automotive,Mid (200-1000),Hybrid,5,156,Midjourney,4,2.1,52,Experimenting,7.1,63,39,3.6,Medium,Low
EMP1251,Prompt Engineer,10,Master,Brazil,Consulting,Small (50-200),Fully Remote,6,175,GitHub Copilot,5,1.1,47,Integrating,9.8,52,43,3.7,High,Medium
EMP1252,Prompt Engineer,7,Master,Singapore,Cybersecurity,Small (50-200),Fully Remote,24,112,Midjourney,6,7.2,20,Optimizing,0.4,41,41,4.3,High,Medium
EMP1253,Cloud Architect,1,Master,Australia,Media,Large (1000-5000),Fully Remote,40,84,ChatGPT,2,6.9,39,Experimenting,5.7,61,46,3.6,Low,Low
EMP1254,Prompt Engineer,17,Master,Australia,Media,Mid (200-1000),Hybrid,6,56,Claude,7,7.9,57,Optimizing,7.3,46,67,3.9,Medium,Low
EMP1255,Data Scientist,2,Bootcamp,Canada,SaaS,Large (1000-5000),Fully Remote,9,208,Cursor,4,5.6,38,Integrating,2.5,69,61,3.0,Low,Medium
EMP1256,Product Manager,11,Bachelor,USA,EdTech,Small (50-200),Fully Remote,18,116,Notion AI,5,7.5,7,Optimizing,2.3,67,28,4.1,Medium,Low
EMP1257,Backend Engineer,9,Self-taught,Brazil,Gaming,Startup (<50),Fully Remote,2,176,Cursor,6,6.7,72,Experimenting,0.6,53,79,2.5,Low,Medium
EMP1258,Frontend Engineer,7,Master,Brazil,Healthtech,Small (50-200),Hybrid,13,237,Notion AI,5,6.8,9,Optimizing,0.9,55,57,3.3,High,Medium
EMP1259,Data Analyst,17,Self-taught,Brazil,Gaming,Large (1000-5000),On-site,36,130,Notion AI,5,4.8,14,Optimizing,6.6,59,33,4.1,Low,Low
EMP1260,DevOps Engineer,17,Self-taught,Singapore,Gaming,Mid (200-1000),Hybrid,15,145,Midjourney,6,3.4,56,AI-First,5.1,52,60,2.4,Medium,Medium
EMP1261,Product Manager,2,Bootcamp,France,Fintech,Mid (200-1000),Fully Remote,49,140,Gemini,1,7.5,33,Optimizing,0.3,57,51,3.7,Medium,Low
EMP1262,AI Researcher,6,Master,India,Gaming,Large (1000-5000),On-site,19,142,Perplexity,3,3.7,35,Optimizing,9.7,62,47,4.7,High,Medium
EMP1263,Backend Engineer,14,Self-taught,USA,SaaS,Mid (200-1000),Hybrid,11,63,Cursor,4,4.5,70,AI-First,6.6,43,64,2.4,Medium,Medium
EMP1264,Software Engineer,6,Master,Singapore,Cybersecurity,Enterprise (5000+),On-site,16,112,ChatGPT,4,3.8,73,Optimizing,5.2,49,63,2.9,Low,Medium
EMP1265,Software Engineer,2,PhD,Netherlands,Media,Startup (<50),Hybrid,43,160,ChatGPT,7,4.7,41,Integrating,2.7,63,47,2.7,Low,Medium
EMP1266,Prompt Engineer,1,PhD,Canada,Gaming,Startup (<50),Hybrid,34,145,Gemini,7,4.0,31,AI-First,6.6,75,42,4.0,Low,Low
EMP1267,Product Manager,10,PhD,France,Gaming,Startup (<50),Hybrid,20,178,ChatGPT,7,0.9,37,Optimizing,3.6,70,38,4.1,High,Medium
EMP1268,AI Ethics Officer,5,Self-taught,Netherlands,Fintech,Mid (200-1000),Fully Remote,35,74,Perplexity,4,7.1,72,Integrating,7.0,34,74,1.8,Medium,Medium
EMP1269,Cloud Architect,2,PhD,France,Consulting,Mid (200-1000),Hybrid,46,196,Claude,5,3.8,63,Optimizing,6.8,57,41,3.0,Medium,Low
EMP1270,ML Engineer,16,Bootcamp,Germany,Healthtech,Small (50-200),On-site,26,175,Midjourney,7,4.9,68,AI-First,0.9,68,58,2.0,Low,Low
EMP1271,AI Researcher,2,Bootcamp,Brazil,Consulting,Small (50-200),On-site,17,56,ChatGPT,6,1.5,48,AI-First,9.1,54,59,3.8,High,Medium
EMP1272,Software Engineer,10,Self-taught,France,Healthtech,Startup (<50),On-site,9,238,Claude,3,0.5,53,AI-First,4.9,47,52,2.8,Medium,Medium
EMP1273,Data Analyst,2,Master,UK,Automotive,Enterprise (5000+),Hybrid,36,179,Gemini,2,2.3,57,Integrating,3.9,46,60,2.9,High,High
EMP1274,Software Engineer,16,Bachelor,Brazil,Gaming,Small (50-200),Fully Remote,22,246,Midjourney,4,5.8,78,Integrating,9.6,54,63,2.7,Medium,Medium
EMP1275,DevOps Engineer,16,Master,Brazil,Fintech,Small (50-200),Fully Remote,20,132,Gemini,6,1.2,53,Experimenting,4.4,52,38,4.2,Low,Low
EMP1276,Frontend Engineer,19,Master,Canada,E-commerce,Mid (200-1000),Hybrid,47,148,Midjourney,3,7.3,70,Experimenting,7.2,62,66,3.1,Medium,Medium
EMP1277,Software Engineer,7,Master,USA,EdTech,Enterprise (5000+),Hybrid,12,89,Perplexity,3,2.1,67,AI-First,6.6,47,48,3.7,Low,Low
EMP1278,DevOps Engineer,12,Master,Netherlands,Media,Startup (<50),Fully Remote,45,153,ChatGPT,1,2.0,29,Integrating,1.7,41,60,2.6,Medium,Medium
EMP1279,Product Manager,15,Bachelor,France,Cybersecurity,Small (50-200),Fully Remote,12,63,ChatGPT,6,1.9,8,Optimizing,9.9,58,34,4.2,Medium,Low
EMP1280,Product Manager,8,PhD,France,Media,Enterprise (5000+),Hybrid,12,76,Midjourney,4,0.6,55,Optimizing,4.6,72,52,3.7,Low,Low
EMP1281,Cloud Architect,6,Master,Germany,Cybersecurity,Enterprise (5000+),Hybrid,23,245,Claude,7,6.3,15,Optimizing,3.9,69,60,3.3,Low,Medium
EMP1282,Backend Engineer,10,Bootcamp,Brazil,Automotive,Startup (<50),On-site,22,50,Claude,5,7.1,21,Experimenting,9.2,65,41,3.0,Low,Low
EMP1283,Software Engineer,3,Self-taught,Australia,Consulting,Enterprise (5000+),Hybrid,28,138,Claude,7,5.1,70,Integrating,5.3,66,42,3.0,High,Medium
EMP1284,Data Analyst,19,Self-taught,India,SaaS,Enterprise (5000+),Hybrid,19,248,GitHub Copilot,3,1.9,74,Integrating,7.1,46,59,3.9,Low,Low
EMP1285,Software Engineer,17,Bootcamp,Australia,Gaming,Enterprise (5000+),Hybrid,43,226,Cursor,3,2.6,77,Integrating,8.5,49,63,3.9,Low,Medium
EMP1286,Data Analyst,7,Master,France,E-commerce,Small (50-200),On-site,49,94,Cursor,2,4.1,73,AI-First,2.4,45,56,3.1,Low,Medium
EMP1287,Data Scientist,4,Bachelor,Australia,Cybersecurity,Startup (<50),Hybrid,41,66,Cursor,7,7.7,33,Optimizing,1.7,74,46,3.4,Medium,Low
EMP1288,Prompt Engineer,14,PhD,Canada,EdTech,Enterprise (5000+),On-site,39,106,Claude,1,2.4,77,Integrating,0.7,54,60,3.1,Medium,Medium
EMP1289,Backend Engineer,15,Self-taught,UK,Cybersecurity,Enterprise (5000+),On-site,31,227,ChatGPT,3,6.0,76,AI-First,9.0,39,64,3.2,High,High
EMP1290,Data Scientist,8,PhD,France,SaaS,Small (50-200),On-site,46,41,Perplexity,3,3.8,24,Integrating,2.0,70,47,2.7,Low,Medium
EMP1291,Software Engineer,15,Bachelor,France,Media,Startup (<50),Fully Remote,48,107,GitHub Copilot,5,2.7,31,Optimizing,3.1,56,35,3.9,Medium,Low
EMP1292,Backend Engineer,14,Self-taught,UK,Fintech,Mid (200-1000),Fully Remote,46,185,Notion AI,5,3.9,12,Experimenting,2.9,66,43,3.1,Medium,Low
EMP1293,Data Scientist,9,PhD,Netherlands,Media,Small (50-200),Fully Remote,34,187,Notion AI,2,1.0,65,Optimizing,3.0,64,58,3.1,High,Medium
EMP1294,ML Engineer,8,Bachelor,UK,Automotive,Startup (<50),Fully Remote,22,102,Claude,6,6.5,32,Integrating,6.7,36,40,3.2,Low,Low
EMP1295,Software Engineer,17,PhD,Australia,Fintech,Enterprise (5000+),Fully Remote,3,245,ChatGPT,2,2.3,74,Experimenting,9.5,58,68,2.4,Low,Medium
EMP1296,Data Scientist,2,Master,Canada,Media,Startup (<50),Fully Remote,14,111,GitHub Copilot,2,5.9,7,Integrating,3.3,51,45,3.6,Medium,Low
EMP1297,ML Engineer,3,Bachelor,Germany,EdTech,Startup (<50),Fully Remote,3,169,ChatGPT,5,1.0,73,Integrating,4.1,35,60,2.7,Low,Medium
EMP1298,ML Engineer,8,PhD,Netherlands,Media,Startup (<50),Hybrid,44,122,Midjourney,7,7.7,77,Optimizing,7.7,52,58,2.5,Low,Medium
EMP1299,Product Manager,12,Master,Singapore,EdTech,Mid (200-1000),Hybrid,46,81,ChatGPT,7,1.9,11,Experimenting,4.3,59,42,4.3,Medium,Low
EMP1300,Cloud Architect,1,Master,Germany,EdTech,Startup (<50),Fully Remote,32,195,GitHub Copilot,7,7.1,64,Optimizing,9.3,72,50,2.8,Medium,Low
EMP1301,Software Engineer,10,Bachelor,USA,Fintech,Mid (200-1000),Hybrid,11,196,Claude,6,6.6,8,Optimizing,5.0,60,38,2.6,Medium,Low
EMP1302,ML Engineer,3,Bootcamp,USA,Consulting,Enterprise (5000+),Hybrid,24,236,Cursor,5,7.8,9,Optimizing,3.5,61,50,3.6,Medium,Low
EMP1303,Product Manager,6,Self-taught,USA,Healthtech,Mid (200-1000),Hybrid,23,146,GitHub Copilot,1,4.1,15,Optimizing,9.7,48,40,3.5,Medium,Medium
EMP1304,Data Scientist,7,Bachelor,USA,Gaming,Enterprise (5000+),On-site,48,67,Claude,4,6.0,19,Experimenting,4.3,68,47,3.4,Medium,Low
EMP1305,DevOps Engineer,18,Master,Canada,Cybersecurity,Enterprise (5000+),Fully Remote,30,227,Claude,4,3.3,68,Integrating,2.3,63,72,2.7,Medium,Medium
EMP1306,Software Engineer,11,Master,Germany,Healthtech,Mid (200-1000),Fully Remote,34,144,Perplexity,1,1.9,17,AI-First,1.8,53,38,4.4,Medium,Low
EMP1307,Backend Engineer,19,Bachelor,Brazil,SaaS,Small (50-200),Hybrid,32,151,Gemini,7,3.8,11,Optimizing,10.0,52,46,4.4,Low,Low
EMP1308,Data Analyst,5,Bootcamp,India,Consulting,Large (1000-5000),Fully Remote,15,172,Notion AI,4,1.7,10,Optimizing,7.5,59,35,4.0,Low,Low
EMP1309,Data Analyst,19,Self-taught,Netherlands,Healthtech,Startup (<50),Hybrid,11,54,Perplexity,6,7.9,60,Optimizing,4.1,89,63,2.3,Medium,Medium
EMP1310,Data Scientist,11,PhD,Singapore,Fintech,Large (1000-5000),Fully Remote,19,149,Midjourney,5,1.2,68,Integrating,8.3,67,44,3.6,Medium,Low
